0.000000	0.000000
0.005805	955.389038
0.011610	935.550293
0.017415	222.319794
0.023220	222.788834
0.029025	223.971100
0.034830	118.825546
0.040635	222.311401
0.046440	221.434525
0.052245	221.170959
0.058050	221.262009
0.063855	221.330231
0.069660	221.203140
0.075465	220.823975
0.081270	220.385574
0.087075	220.192276
0.092880	220.171692
0.098685	220.021790
0.104490	219.742172
0.110295	219.674606
0.116100	219.816177
0.121905	219.990417
0.127710	220.082214
0.133515	220.072952
0.139320	220.046234
0.145125	220.081024
0.150930	220.211700
0.156735	220.384354
0.162540	220.489639
0.168345	220.517166
0.174150	220.593811
0.179955	220.751862
0.185760	220.854034
0.191565	220.788498
0.197370	220.830917
0.203175	221.224625
0.208980	221.555191
0.214785	222.009918
0.220590	331.004822
0.226395	165.969940
0.232200	166.004578
0.238005	166.067352
0.243810	166.164291
0.249615	332.292969
0.255420	332.188873
0.261224	331.862183
0.267029	331.698700
0.272834	331.762360
0.278639	331.771820
0.284444	331.601501
0.290249	331.529419
0.296054	331.752777
0.301859	332.053955
0.307664	332.154938
0.313469	331.981567
0.319274	331.654388
0.325079	331.295471
0.330884	331.029205
0.336689	330.837402
0.342494	330.675323
0.348299	330.554108
0.354104	330.455688
0.359909	330.361847
0.365714	330.415710
0.371519	330.618896
0.377324	330.642029
0.383129	330.550293
0.388934	330.616608
0.394739	330.757202
0.400544	330.835907
0.406349	330.819977
0.412154	330.763062
0.417959	331.411530
0.423764	221.979492
0.429569	221.800613
0.435374	221.708847
0.441179	221.751419
0.446984	221.773361
0.452789	443.186157
0.458594	442.884644
0.464399	442.701263
0.470204	442.656647
0.476009	442.610535
0.481814	442.625244
0.487619	442.874634
0.493424	443.082642
0.499229	442.851288
0.505034	442.346710
0.510839	441.881409
0.516644	441.543091
0.522449	441.304596
0.528254	441.120422
0.534059	441.046173
0.539864	441.170563
0.545669	441.365723
0.551474	441.372467
0.557279	441.309204
0.563084	441.323425
0.568889	441.326965
0.574694	441.326019
0.580499	441.469269
0.586304	441.785400
0.592109	442.082336
0.597914	442.143036
0.603719	442.090149
0.609524	442.014160
0.615329	441.932373
0.621134	441.946716
0.626939	442.934174
0.632744	488.966431
0.638549	248.605545
0.644354	248.854614
0.650159	248.907532
0.655964	497.517273
0.661769	497.190582
0.667574	496.923401
0.673379	496.806610
0.679184	496.791565
0.684989	496.897522
0.690794	497.159363
0.696599	497.177032
0.702404	496.704254
0.708209	496.114044
0.714014	495.648071
0.719819	495.277924
0.725624	494.954956
0.731429	494.769196
0.737234	494.833832
0.743039	495.035461
0.748844	495.200775
0.754649	495.327881
0.760454	495.326355
0.766259	495.313141
0.772063	495.549255
0.777868	495.908630
0.783673	496.142822
0.789478	496.181030
0.795283	496.046906
0.801088	495.820709
0.806893	495.738953
0.812698	496.053406
0.818503	496.446899
0.824308	496.519989
0.830113	496.415222
0.835918	165.634750
0.841723	166.386566
0.847528	166.506119
0.853333	166.789078
0.859138	167.396790
0.864943	262.563202
0.870748	259.952209
0.876553	259.032227
0.882358	167.048157
0.888163	166.531036
0.893968	166.072906
0.899773	166.406067
0.905578	168.229828
0.911383	263.145386
0.917188	173.194550
0.922993	172.780563
0.928798	172.538071
0.934603	172.632675
0.940408	172.822876
0.946213	172.902802
0.952018	172.958801
0.957823	173.095230
0.963628	173.140839
0.969433	172.733810
0.975238	172.285370
0.981043	172.458344
0.986848	172.778275
0.992653	172.896393
0.998458	173.061493
1.004263	173.257370
1.010068	173.345108
1.015873	173.430328
1.021678	173.579300
1.027483	173.605972
1.033288	173.525757
1.039093	173.478775
1.044898	173.381500
1.050703	173.140381
1.056508	173.076859
1.062313	173.274506
1.068118	173.436478
1.073923	173.445618
1.079728	173.424103
1.085533	173.437622
1.091338	173.366272
1.097143	173.148315
1.102948	172.861206
1.108753	172.420547
1.114558	171.440109
1.120363	169.710007
1.126168	168.290359
1.131973	168.142212
1.137778	168.856750
1.143583	169.685013
1.149388	170.284576
1.155193	170.739563
1.160998	171.075073
1.166803	171.171936
1.172608	171.045319
1.178413	170.844452
1.184218	170.596191
1.190023	170.208817
1.195828	169.756989
1.201633	169.298569
1.207438	168.771713
1.213243	168.190170
1.219048	167.763367
